iter	MultiClass
307	0.7534222794
308	0.7531196971
309	0.7528111276
310	0.7526491417
311	0.7522216993
312	0.7519371138
313	0.751371334
314	0.7511269076
315	0.7508261709
316	0.7506219695
317	0.7502654631
318	0.749888738
319	0.7496462205
320	0.749306254
321	0.7486197339
322	0.7483362076
323	0.7480516954
324	0.7474868729
325	0.7468781685
326	0.7465994923
327	0.7463587172
328	0.7460962222
329	0.7458952067
330	0.7456516272
331	0.7451525458
332	0.7448705564
333	0.7445272267
334	0.7442340927
335	0.7439901905
336	0.7435778536
337	0.7431895936
338	0.7427831847
339	0.7424241302
340	0.7421687073
341	0.741764774
342	0.7414352841
343	0.7409051828
344	0.7406286361
345	0.7404229238
346	0.7401823032
347	0.7399878972
348	0.7397683878
349	0.7394760949
350	0.739274996
351	0.7389022515
352	0.7385762724
353	0.7382833399
354	0.7379938258
355	0.7377837225
356	0.7375141977
357	0.7372217747
358	0.7369371809
359	0.7366800646
360	0.7363888555
361	0.7358889972
362	0.735564557
363	0.7353044496
364	0.7349288915
365	0.7345519699
366	0.7342709733
367	0.7340472127
368	0.7336369656
369	0.7334050513
370	0.7329761751
371	0.7326246527
372	0.7323369606
373	0.7321461533
374	0.731854739
375	0.731604416
376	0.7314068102
377	0.7311653346
378	0.7306679252
379	0.7304922843
380	0.7302306303
381	0.7299102666
382	0.729763256
383	0.7295652458
384	0.7290897182
385	0.7285809755
386	0.7283795973
387	0.7279217514
388	0.7276906026
389	0.7274489272
390	0.7270864827
391	0.7267341433
392	0.7264566837
393	0.7262238352
394	0.7259977697
395	0.7256442239
396	0.725427518
397	0.7251808552
398	0.7247664902
399	0.7244555245
400	0.7242815421
401	0.7238641723
402	0.7236334379
403	0.7231788844
404	0.7229063218
405	0.7225708578
406	0.7222539698
407	0.7219037651
408	0.7214678289
409	0.7209406678
410	0.7207279481
411	0.720485489
412	0.7198077164
413	0.7195123965
414	0.7193112949
415	0.7191748684
416	0.7189327416
417	0.7186500879
418	0.7181615692
419	0.7179126991
420	0.7176882471
421	0.7173672368
422	0.7169449963
423	0.7166690069
424	0.7163446942
425	0.7159497511
426	0.715626112
427	0.7153432349
428	0.7152369954
429	0.7150032536
430	0.7147856854
431	0.7145832316
432	0.7142384967
433	0.7138229101
434	0.7135458431
435	0.7133446527
436	0.7131223356
437	0.7128778208
438	0.7126200014
439	0.7122589922
440	0.7120348467
441	0.7117227035
442	0.7113799916
443	0.7110307155
444	0.7107743255
445	0.7106177348
446	0.7103983754
447	0.7101611698
448	0.7099796048
449	0.7097367875
450	0.7093279053
451	0.7091125005
452	0.7087852978
453	0.7085263555
454	0.7082400808
455	0.7080466098
456	0.7077161181
457	0.7074410752
458	0.7070667445
459	0.7068259536
460	0.7065163382
461	0.7062090066
462	0.7060677208
463	0.7058253663
464	0.7055885323
465	0.7052801043
466	0.7048363764
467	0.7045272184
468	0.7041679305
469	0.7038677731
470	0.703662431
471	0.7033314021
472	0.7031605543
473	0.7029064438
474	0.7026575219
475	0.7023694248
476	0.7021318642
477	0.7019332366
478	0.7017297322
479	0.7015404609
480	0.7010907414
481	0.7009450689
482	0.700722404
483	0.7004840289
484	0.7003208987
485	0.7000078852
486	0.6995785315
487	0.6992719742
488	0.6989130842
489	0.6987865752
490	0.6985730085
491	0.6983899426
492	0.6981435424
493	0.6979621396
494	0.6975790546
495	0.6973967301
496	0.6970970995
497	0.6969244672
498	0.6964739253
499	0.6962113425
500	0.6958371313
501	0.6957306994
502	0.6953787657
503	0.6951121526
504	0.6948787417
505	0.694608263
506	0.6943940245
507	0.6941865668
508	0.6939338237
509	0.6936990632
510	0.6934844672
511	0.6931865206
512	0.6929205968
513	0.6927616805
514	0.6925380414
515	0.6922771423
516	0.691950974
517	0.6917502116
518	0.6915502161
519	0.6913553091
520	0.6911666203
521	0.6909519896
522	0.6907617504
523	0.6906706755
524	0.6904084579
525	0.6899373288
526	0.6897498025
527	0.6895305642
528	0.6893395847
529	0.6891642879
530	0.6888049689
531	0.6886313799
532	0.6884589051
533	0.6881062026
534	0.6878510887
535	0.6876789053
536	0.6875102192
537	0.6872851447
538	0.6869966158
539	0.6864948668
540	0.6863281958
541	0.6860035833
542	0.6858086005
543	0.6857212025
544	0.6855175817
545	0.6854146227
546	0.6848861117
547	0.6845889711
548	0.684431838
549	0.6841692153
550	0.6840065795
551	0.6836655672
552	0.6834011168
553	0.6832582663
554	0.6830352782
555	0.6827973207
556	0.6824840792
557	0.6821479689
558	0.681906387
559	0.6816826603
560	0.6815954443
561	0.6813497959
562	0.681031092
563	0.6808183933
564	0.6806555821
565	0.6805801354
566	0.6803221741
567	0.680153344
568	0.6799934355
569	0.6798421334
570	0.67963745
571	0.6792983992
572	0.6791703917
573	0.6788889872
574	0.6787690227
575	0.6786255424
576	0.6785356882
577	0.6783846598
578	0.6781445412
579	0.6779962858
580	0.6777988248
581	0.677638383
582	0.6774368901
583	0.6772585991
584	0.6770696657
585	0.6769168582
586	0.6767155147
587	0.676412437
588	0.6762465921
589	0.6759984516
590	0.6758105749
591	0.6756466104
592	0.675472101
593	0.6752355347
594	0.6750597866
595	0.6749225702
596	0.674716278
597	0.6744955342
598	0.6744231981
599	0.6741689235
600	0.6739411786
601	0.6736703088
602	0.6734454768
603	0.6730900329
604	0.6728718121
605	0.6727708692
606	0.6726125923
607	0.67248317
608	0.6721388
609	0.6718743934
610	0.6716034957
611	0.6713965687
612	0.6710816597
613	0.6709661318
614	0.6707899428
615	0.6705180917
616	0.670434167
617	0.6701037119
618	0.6698616348
619	0.6697308556
620	0.6695889733
621	0.6693792002
622	0.6691992252
623	0.6688433783
624	0.668641839
625	0.6683562163
626	0.66822271
627	0.6680176274
628	0.6678045624
629	0.6675812661
630	0.6673306805
631	0.6671650535
632	0.6669980475
633	0.6668470738
634	0.6666767265
635	0.6664224116
636	0.666249003
637	0.6660481181
638	0.6660014488
639	0.6658224324
640	0.6656537367
641	0.6654930095
642	0.6651951168
643	0.6650241196
644	0.6647585067
645	0.6645916014
646	0.6644041299
647	0.6637353989
648	0.6634819306
649	0.6633770509
650	0.6632428518
651	0.6630127768
652	0.662751397
653	0.6626378851
654	0.6624610496
655	0.66206575
656	0.6619685487
657	0.6618212193
658	0.6616648159
659	0.661415597
660	0.6611524854
661	0.6609741319
662	0.6607026027
663	0.6605462256
664	0.6603130375
665	0.6601163191
666	0.6597616408
667	0.659615736
668	0.6594778587
669	0.6591627483
670	0.658955001
671	0.6588011503
672	0.6586231383
673	0.6585318569
674	0.6582341361
675	0.6580782696
676	0.6579678559
677	0.6576402692
678	0.6574446894
679	0.657271394
680	0.6570778136
681	0.6569149732
682	0.6567416786
683	0.6564260567
684	0.6562396512
685	0.6560866266
686	0.6557248684
687	0.6555690472
688	0.6553879083
689	0.6551431655
690	0.6549796215
691	0.6547396375
692	0.6546543624
693	0.6543959597
694	0.6541262916
695	0.6540520747
696	0.6538734411
697	0.653757145
698	0.6535850057
699	0.6533910032
700	0.6532260051
701	0.6530841459
702	0.6529542363
703	0.6527928871
704	0.6526089021
705	0.6524144443
706	0.6521685493
707	0.6519216481
708	0.6516606093
709	0.651494241
710	0.6513689674
711	0.6510955482
712	0.6509342949
713	0.6507677553
714	0.6505674007
715	0.6503471709
716	0.6502020606
717	0.6498393661
718	0.6497118128
719	0.6496366852
720	0.6494954044
721	0.6492854921
722	0.6490962744
723	0.6489701828
724	0.6488818714
725	0.6486623928
726	0.6485112792
727	0.6484081686
728	0.6482626715
729	0.6481252434
730	0.6479439797
731	0.6477147934
732	0.6474964559
733	0.6473532971
734	0.6471972387
735	0.6470807188
736	0.6465603573
737	0.646432897
738	0.6462660144
739	0.6461317617
740	0.6460066251
741	0.6458478495
742	0.6456948701
743	0.6453797336
744	0.6451732639
745	0.6449130793
746	0.6448405697
747	0.6446626153
748	0.6444496113
749	0.6442691078
750	0.6441592428
751	0.6439961257
752	0.6439130593
753	0.6437570361
754	0.6436778071
755	0.6435864022
756	0.6434376252
757	0.6432445007
758	0.6431321801
759	0.6430469727
760	0.6427989023
761	0.6427093833
762	0.6425253114
763	0.6423764619
764	0.6422663661
765	0.6421852453
766	0.6421013956
767	0.6418741495
768	0.641676749
769	0.6415155386
770	0.6413167879
771	0.6410723493
772	0.6409374719
773	0.6407878579
774	0.640592992
775	0.6404705716
776	0.6402709789
777	0.640144396
778	0.6398610174
779	0.6397248615
780	0.6395920014
781	0.6394741744
782	0.6393323235
783	0.6391011699
784	0.6389611284
785	0.6387211437
786	0.6384729648
787	0.6383120337
788	0.6380738875
789	0.6378815737
790	0.637750482
791	0.6375668386
792	0.6370863843
793	0.636886984
794	0.6367621026
795	0.6365472659
796	0.6363141793
797	0.6362344204
798	0.6361104932
799	0.6359326334
800	0.6357004551
801	0.6356113623
802	0.6354732861
803	0.6353608157
804	0.6351310125
805	0.6349382123
806	0.634706188
807	0.6346307156
808	0.6344124794
809	0.6343298703
810	0.6342563112
811	0.6341296759
812	0.6339485411
813	0.6338843079
814	0.633782392
815	0.633633723
816	0.6333714803
817	0.6332705148
818	0.633127854
819	0.6328411417
820	0.6326571634
821	0.6325251281
822	0.6323590451
823	0.6321973149
824	0.6320098657
825	0.6318025277
826	0.6316611835
827	0.6315024597
828	0.6314076952
829	0.6312907107
830	0.6311438636
831	0.6309831034
832	0.630749353
833	0.630632902
834	0.6304437561
835	0.6303722738
836	0.6300259447
837	0.6298291823
838	0.6297556406
839	0.629594485
840	0.6293817716
841	0.6291431469
842	0.6289544309
843	0.6287527426
844	0.6285980454
845	0.6284514541
846	0.6281543223
847	0.6280091419
848	0.6278850841
849	0.6275677692
850	0.6273925204
851	0.6273375788
852	0.6272802646
853	0.6271797806
854	0.6269871347
855	0.6266547207
856	0.6264527222
857	0.626287791
858	0.6261599736
859	0.6260425957
860	0.6258849754
861	0.6255398986
862	0.6252633861
863	0.6251292333
864	0.6250612692
865	0.6248487227
866	0.6246391181
867	0.6245421259
868	0.6243681783
869	0.6241666614
870	0.6239779504
871	0.6238183316
872	0.6236018202
873	0.6234434222
874	0.6232787738
875	0.6230691786
876	0.6229031383
877	0.6226892169
878	0.6225353948
879	0.6224510124
880	0.6223263723
881	0.6221334538
882	0.6219786858
883	0.6217927622
884	0.6215979446
885	0.6213229919
886	0.6211176254
887	0.6210248899
888	0.6208904846
889	0.6207134285
890	0.6206338266
891	0.6204955207
892	0.6203170722
893	0.6201783019
894	0.6199461892
895	0.6197155534
896	0.6194966476
897	0.6193896706
898	0.6191924258
899	0.6190366974
900	0.6188930611
901	0.6186727
902	0.6185328366
903	0.6183714225
904	0.6182291391
905	0.6180305848
906	0.6178032822
907	0.6177344818
908	0.6176453478
909	0.6175479416
910	0.6173471149
911	0.6171090023
912	0.6169446786
913	0.6167968416
914	0.6166868251
915	0.6165925178
916	0.6164633509
917	0.6162467625
918	0.616096905
919	0.6158539177
920	0.615771494
921	0.6155507898
922	0.6152894786
923	0.6151631084
924	0.6149530282
925	0.6148063407
926	0.614721669
927	0.6146130899
928	0.6143972469
929	0.6142306947
930	0.614079864
931	0.6138792838
932	0.6137739815
933	0.6135871663
934	0.6134453727
935	0.6132139361
936	0.613114407
937	0.6128118904
938	0.6127340474
939	0.6125999421
940	0.6124827615
941	0.6123638663
942	0.6121663209
943	0.6120810281
944	0.6118948745
945	0.6116804314
946	0.6116088441
947	0.6114411707
948	0.6112496783
949	0.6108295917
950	0.6106977718
951	0.6105431649
952	0.6103963898
953	0.6101722083
954	0.6100378972
955	0.6099726766
956	0.6098220531
957	0.6096472246
958	0.609527943
959	0.6093966968
960	0.609321556
961	0.6091517563
962	0.609045977
963	0.6089746936
964	0.6087766382
965	0.6085995941
966	0.6084371179
967	0.6083486456
968	0.6082599274
969	0.6080460599
970	0.6078831037
971	0.607752287
972	0.6075841637
973	0.6074644337
974	0.6072027432
975	0.6069622878
976	0.6068006474
977	0.6065868516
978	0.6063390773
979	0.6062204854
980	0.6060271223
981	0.6057048136
982	0.6055229539
983	0.6053843192
984	0.6052024816
985	0.6051148405
986	0.6049732307
987	0.6048069404
988	0.6047005799
989	0.6046114581
990	0.6045398413
991	0.6043046744
992	0.6041658548
993	0.6040229459
994	0.6039000615
995	0.6037600706
996	0.6036813383
997	0.6035597755
998	0.6034500745
999	0.6034027657
